date,product,quantity,revenue,category
2016-11-13,Coca Cola,56,5040,Beverage
2016-11-14,Coca Cola,26,2340,Beverage
2016-11-15,Coca Cola,39,3510,Beverage
2016-11-16,Coca Cola,29,2610,Beverage
2016-11-17,Coca Cola,36,3240,Beverage
2016-11-18,Coca Cola,38,3420,Beverage
2016-11-19,Coca Cola,44,3960,Beverage
2016-11-20,Coca Cola,53,4770,Beverage
2016-11-21,Coca Cola,27,2430,Beverage
2016-11-22,Coca Cola,46,4140,Beverage
2016-11-23,Coca Cola,40,3600,Beverage
2016-11-24,Coca Cola,37,3330,Beverage
2016-11-25,Coca Cola,40,3600,Beverage
2016-11-26,Coca Cola,50,4500,Beverage
2016-11-27,Coca Cola,38,3420,Beverage
2016-11-28,Coca Cola,21,1890,Beverage
2016-11-29,Coca Cola,44,3960,Beverage
2016-11-30,Coca Cola,28,2520,Beverage
2016-12-01,Coca Cola,20,1800,Beverage
2016-12-02,Coca Cola,28,2520,Beverage
2016-12-03,Coca Cola,25,2250,Beverage
2016-12-04,Coca Cola,36,3240,Beverage
2016-12-05,Coca Cola,19,1710,Beverage
2016-12-06,Coca Cola,28,2520,Beverage
2016-12-07,Coca Cola,28,2520,Beverage
2016-12-08,Coca Cola,23,2070,Beverage
2016-12-09,Coca Cola,38,3420,Beverage
2016-12-10,Coca Cola,37,3330,Beverage
2016-12-11,Coca Cola,33,2970,Beverage
2016-12-12,Coca Cola,18,1620,Beverage
2016-12-13,Coca Cola,31,2790,Beverage
2016-12-14,Coca Cola,21,1890,Beverage
2016-12-15,Coca Cola,22,1980,Beverage
2016-12-16,Coca Cola,25,2250,Beverage
2016-12-17,Coca Cola,23,2070,Beverage
2016-12-18,Coca Cola,25,2250,Beverage
2016-12-19,Coca Cola,21,1890,Beverage
2016-12-20,Coca Cola,24,2160,Beverage
2016-12-21,Coca Cola,26,2340,Beverage
2016-12-22,Coca Cola,24,2160,Beverage
2016-12-23,Coca Cola,26,2340,Beverage
2016-12-24,Coca Cola,37,3330,Beverage
2016-12-25,Coca Cola,38,3420,Beverage
2016-12-26,Coca Cola,23,2070,Beverage
2016-12-27,Coca Cola,29,2610,Beverage
2016-12-28,Coca Cola,22,1980,Beverage
2016-12-29,Coca Cola,26,2340,Beverage
2016-12-30,Coca Cola,26,2340,Beverage
2016-12-31,Coca Cola,29,2610,Beverage
2017-01-01,Coca Cola,36,3240,Beverage
2017-01-02,Coca Cola,23,2070,Beverage
2017-01-03,Coca Cola,20,1800,Beverage
2017-01-04,Coca Cola,23,2070,Beverage
2017-01-05,Coca Cola,25,2250,Beverage
2017-01-06,Coca Cola,23,2070,Beverage
2017-01-07,Coca Cola,26,2340,Beverage
2017-01-08,Coca Cola,32,2880,Beverage
2017-01-09,Coca Cola,23,2070,Beverage
2017-01-10,Coca Cola,17,1530,Beverage
2017-01-11,Coca Cola,15,1350,Beverage
2017-01-12,Coca Cola,37,3330,Beverage
2017-01-13,Coca Cola,31,2790,Beverage
2017-01-14,Coca Cola,30,2700,Beverage
2017-01-15,Coca Cola,22,1980,Beverage
2017-01-16,Coca Cola,19,1710,Beverage
2017-01-17,Coca Cola,20,1800,Beverage
2017-01-18,Coca Cola,34,3060,Beverage
2017-01-19,Coca Cola,22,1980,Beverage
2017-01-20,Coca Cola,26,2340,Beverage
2017-01-21,Coca Cola,33,2970,Beverage
2017-01-22,Coca Cola,33,2970,Beverage
2017-01-23,Coca Cola,17,1530,Beverage
2017-01-24,Coca Cola,19,1710,Beverage
2017-01-25,Coca Cola,25,2250,Beverage
2017-01-26,Coca Cola,17,1530,Beverage
2017-01-27,Coca Cola,28,2520,Beverage
2017-01-28,Coca Cola,30,2700,Beverage
2017-01-29,Coca Cola,27,2430,Beverage
2017-01-30,Coca Cola,27,2430,Beverage
2017-01-31,Coca Cola,28,2520,Beverage
2017-02-01,Coca Cola,25,2250,Beverage
2017-02-02,Coca Cola,20,1800,Beverage
2017-02-03,Coca Cola,31,2790,Beverage
2017-02-04,Coca Cola,19,1710,Beverage
2017-02-05,Coca Cola,38,3420,Beverage
2017-02-06,Coca Cola,23,2070,Beverage
2017-02-07,Coca Cola,27,2430,Beverage
2017-02-08,Coca Cola,20,1800,Beverage
2017-02-09,Coca Cola,30,2700,Beverage
2017-02-10,Coca Cola,37,3330,Beverage
2017-02-11,Coca Cola,23,2070,Beverage
2017-02-12,Coca Cola,31,2790,Beverage
2017-02-13,Coca Cola,28,2520,Beverage
2017-02-14,Coca Cola,19,1710,Beverage
2017-02-15,Coca Cola,22,1980,Beverage
2017-02-16,Coca Cola,33,2970,Beverage
2017-02-17,Coca Cola,29,2610,Beverage
2017-02-18,Coca Cola,39,3510,Beverage
2017-02-19,Coca Cola,34,3060,Beverage
2017-02-20,Coca Cola,24,2160,Beverage
2017-02-21,Coca Cola,29,2610,Beverage
2017-02-22,Coca Cola,25,2250,Beverage
2017-02-23,Coca Cola,19,1710,Beverage
2017-02-24,Coca Cola,35,3150,Beverage
2017-02-25,Coca Cola,29,2610,Beverage
2017-02-26,Coca Cola,32,2880,Beverage
2017-02-27,Coca Cola,25,2250,Beverage
2017-02-28,Coca Cola,31,2790,Beverage
2017-03-01,Coca Cola,40,3600,Beverage
2017-03-02,Coca Cola,34,3060,Beverage
2017-03-03,Coca Cola,32,2880,Beverage
2017-03-04,Coca Cola,32,2880,Beverage
2017-03-05,Coca Cola,41,3690,Beverage
2017-03-06,Coca Cola,19,1710,Beverage
2017-03-07,Coca Cola,30,2700,Beverage
2017-03-08,Coca Cola,35,3150,Beverage
2017-03-09,Coca Cola,27,2430,Beverage
2017-03-10,Coca Cola,36,3240,Beverage
2017-03-11,Coca Cola,35,3150,Beverage
2017-03-12,Coca Cola,34,3060,Beverage
2017-03-13,Coca Cola,28,2520,Beverage
2017-03-14,Coca Cola,34,3060,Beverage
2017-03-15,Coca Cola,37,3330,Beverage
2017-03-16,Coca Cola,33,2970,Beverage
2017-03-17,Coca Cola,28,2520,Beverage
2017-03-18,Coca Cola,36,3240,Beverage
2017-03-19,Coca Cola,48,4320,Beverage
2017-03-20,Coca Cola,22,1980,Beverage
2017-03-21,Coca Cola,32,2880,Beverage
2017-03-22,Coca Cola,20,1800,Beverage
2017-03-23,Coca Cola,33,2970,Beverage
2017-03-24,Coca Cola,39,3510,Beverage
2017-03-25,Coca Cola,41,3690,Beverage
2017-03-26,Coca Cola,44,3960,Beverage
2017-03-27,Coca Cola,32,2880,Beverage
2017-03-28,Coca Cola,29,2610,Beverage
2017-03-29,Coca Cola,28,2520,Beverage
2017-03-30,Coca Cola,28,2520,Beverage
2017-03-31,Coca Cola,36,3240,Beverage
2017-04-01,Coca Cola,40,3600,Beverage
2017-04-02,Coca Cola,43,3870,Beverage
2017-04-03,Coca Cola,33,2970,Beverage
2017-04-04,Coca Cola,32,2880,Beverage
2017-04-05,Coca Cola,42,3780,Beverage
2017-04-06,Coca Cola,40,3600,Beverage
2017-04-07,Coca Cola,45,4050,Beverage
2017-04-08,Coca Cola,32,2880,Beverage
2017-04-09,Coca Cola,42,3780,Beverage
2017-04-10,Coca Cola,31,2790,Beverage
2017-04-11,Coca Cola,34,3060,Beverage
2017-04-12,Coca Cola,43,3870,Beverage
2017-04-13,Coca Cola,39,3510,Beverage
2017-04-14,Coca Cola,43,3870,Beverage
2017-04-15,Coca Cola,49,4410,Beverage
2017-04-16,Coca Cola,49,4410,Beverage
2017-04-17,Coca Cola,40,3600,Beverage
2017-04-18,Coca Cola,27,2430,Beverage
2017-04-19,Coca Cola,38,3420,Beverage
2017-04-20,Coca Cola,41,3690,Beverage
2017-04-21,Coca Cola,37,3330,Beverage
2017-04-22,Coca Cola,44,3960,Beverage
2017-04-23,Coca Cola,43,3870,Beverage
2017-04-24,Coca Cola,39,3510,Beverage
2017-04-25,Coca Cola,52,4680,Beverage
2017-04-26,Coca Cola,39,3510,Beverage
2017-04-27,Coca Cola,41,3690,Beverage
2017-04-28,Coca Cola,39,3510,Beverage
2017-04-29,Coca Cola,44,3960,Beverage
2017-04-30,Coca Cola,46,4140,Beverage
2017-05-01,Coca Cola,25,2250,Beverage
2017-05-02,Coca Cola,45,4050,Beverage
2017-05-03,Coca Cola,49,4410,Beverage
2017-05-04,Coca Cola,43,3870,Beverage
2017-05-05,Coca Cola,51,4590,Beverage
2017-05-06,Coca Cola,44,3960,Beverage
2017-05-07,Coca Cola,66,5940,Beverage
2017-05-08,Coca Cola,36,3240,Beverage
2017-05-09,Coca Cola,31,2790,Beverage
2017-05-10,Coca Cola,44,3960,Beverage
2017-05-11,Coca Cola,34,3060,Beverage
2017-05-12,Coca Cola,39,3510,Beverage
2017-05-13,Coca Cola,59,5310,Beverage
2017-05-14,Coca Cola,47,4230,Beverage
2017-05-15,Coca Cola,33,2970,Beverage
2017-05-16,Coca Cola,38,3420,Beverage
2017-05-17,Coca Cola,41,3690,Beverage
2017-05-18,Coca Cola,38,3420,Beverage
2017-05-19,Coca Cola,48,4320,Beverage
2017-05-20,Coca Cola,54,4860,Beverage
2017-05-21,Coca Cola,49,4410,Beverage
2017-05-22,Coca Cola,33,2970,Beverage
2017-05-23,Coca Cola,41,3690,Beverage
2017-05-24,Coca Cola,40,3600,Beverage
2017-05-25,Coca Cola,37,3330,Beverage
2017-05-26,Coca Cola,65,5850,Beverage
2017-05-27,Coca Cola,59,5310,Beverage
2017-05-28,Coca Cola,62,5580,Beverage
2017-05-29,Coca Cola,37,3330,Beverage
2017-05-30,Coca Cola,44,3960,Beverage
2017-05-31,Coca Cola,55,4950,Beverage
2017-06-01,Coca Cola,57,5130,Beverage
2017-06-02,Coca Cola,54,4860,Beverage
2017-06-03,Coca Cola,37,3330,Beverage
2017-06-04,Coca Cola,54,4860,Beverage
2017-06-05,Coca Cola,48,4320,Beverage
2017-06-06,Coca Cola,41,3690,Beverage
2017-06-07,Coca Cola,42,3780,Beverage
2017-06-08,Coca Cola,53,4770,Beverage
2017-06-09,Coca Cola,49,4410,Beverage
2017-06-10,Coca Cola,44,3960,Beverage
2017-06-11,Coca Cola,46,4140,Beverage
2017-06-12,Coca Cola,44,3960,Beverage
2017-06-13,Coca Cola,34,3060,Beverage
2017-06-14,Coca Cola,48,4320,Beverage
2017-06-15,Coca Cola,49,4410,Beverage
2017-06-16,Coca Cola,50,4500,Beverage
2017-06-17,Coca Cola,67,6030,Beverage
2017-06-18,Coca Cola,57,5130,Beverage
2017-06-19,Coca Cola,30,2700,Beverage
2017-06-20,Coca Cola,44,3960,Beverage
2017-06-21,Coca Cola,47,4230,Beverage
2017-06-22,Coca Cola,31,2790,Beverage
2017-06-23,Coca Cola,45,4050,Beverage
2017-06-24,Coca Cola,51,4590,Beverage
2017-06-25,Coca Cola,52,4680,Beverage
2017-06-26,Coca Cola,23,2070,Beverage
2017-06-27,Coca Cola,39,3510,Beverage
2017-06-28,Coca Cola,40,3600,Beverage
2017-06-29,Coca Cola,35,3150,Beverage
2017-06-30,Coca Cola,45,4050,Beverage
2017-07-01,Coca Cola,41,3690,Beverage
2017-07-02,Coca Cola,58,5220,Beverage
2017-07-03,Coca Cola,36,3240,Beverage
2017-07-04,Coca Cola,47,4230,Beverage
2017-07-05,Coca Cola,41,3690,Beverage
2017-07-06,Coca Cola,43,3870,Beverage
2017-07-07,Coca Cola,49,4410,Beverage
2017-07-08,Coca Cola,57,5130,Beverage
2017-07-09,Coca Cola,59,5310,Beverage
2017-07-10,Coca Cola,43,3870,Beverage
2017-07-11,Coca Cola,33,2970,Beverage
2017-07-12,Coca Cola,48,4320,Beverage
2017-07-13,Coca Cola,54,4860,Beverage
2017-07-14,Coca Cola,65,5850,Beverage
2017-07-15,Coca Cola,47,4230,Beverage
2017-07-16,Coca Cola,69,6210,Beverage
2017-07-17,Coca Cola,46,4140,Beverage
2017-07-18,Coca Cola,43,3870,Beverage
2017-07-19,Coca Cola,40,3600,Beverage
2017-07-20,Coca Cola,41,3690,Beverage
2017-07-21,Coca Cola,59,5310,Beverage
2017-07-22,Coca Cola,43,3870,Beverage
2017-07-23,Coca Cola,68,6120,Beverage
2017-07-24,Coca Cola,46,4140,Beverage
2017-07-25,Coca Cola,39,3510,Beverage
2017-07-26,Coca Cola,37,3330,Beverage
2017-07-27,Coca Cola,41,3690,Beverage
2017-07-28,Coca Cola,60,5400,Beverage
2017-07-29,Coca Cola,55,4950,Beverage
2017-07-30,Coca Cola,56,5040,Beverage
2017-07-31,Coca Cola,37,3330,Beverage
2017-08-01,Coca Cola,43,3870,Beverage
2017-08-02,Coca Cola,31,2790,Beverage
2017-08-03,Coca Cola,37,3330,Beverage
2017-08-04,Coca Cola,29,2610,Beverage
2017-08-05,Coca Cola,68,6120,Beverage
2017-08-06,Coca Cola,46,4140,Beverage
2017-08-07,Coca Cola,36,3240,Beverage
2017-08-08,Coca Cola,35,3150,Beverage
2017-08-09,Coca Cola,26,2340,Beverage
2017-08-10,Coca Cola,42,3780,Beverage
2017-08-11,Coca Cola,41,3690,Beverage
2017-08-12,Coca Cola,42,3780,Beverage
2017-08-13,Coca Cola,61,5490,Beverage
2017-08-14,Coca Cola,33,2970,Beverage
2017-08-15,Coca Cola,38,3420,Beverage
2017-08-16,Coca Cola,32,2880,Beverage
2017-08-17,Coca Cola,29,2610,Beverage
2017-08-18,Coca Cola,39,3510,Beverage
2017-08-19,Coca Cola,47,4230,Beverage
2017-08-20,Coca Cola,59,5310,Beverage
2017-08-21,Coca Cola,50,4500,Beverage
2017-08-22,Coca Cola,45,4050,Beverage
2017-08-23,Coca Cola,48,4320,Beverage
2017-08-24,Coca Cola,45,4050,Beverage
2017-08-25,Coca Cola,46,4140,Beverage
2017-08-26,Coca Cola,51,4590,Beverage
2017-08-27,Coca Cola,52,4680,Beverage
2017-08-28,Coca Cola,21,1890,Beverage
2017-08-29,Coca Cola,40,3600,Beverage
2017-08-30,Coca Cola,29,2610,Beverage
2017-08-31,Coca Cola,37,3330,Beverage
2017-09-01,Coca Cola,41,3690,Beverage
2017-09-02,Coca Cola,47,4230,Beverage
2017-09-03,Coca Cola,41,3690,Beverage
2017-09-04,Coca Cola,40,3600,Beverage
2017-09-05,Coca Cola,43,3870,Beverage
2017-09-06,Coca Cola,51,4590,Beverage
2017-09-07,Coca Cola,44,3960,Beverage
2017-09-08,Coca Cola,46,4140,Beverage
2017-09-09,Coca Cola,36,3240,Beverage
2017-09-10,Coca Cola,36,3240,Beverage
2017-09-11,Coca Cola,29,2610,Beverage
2017-09-12,Coca Cola,30,2700,Beverage
2017-09-13,Coca Cola,34,3060,Beverage
2017-09-14,Coca Cola,41,3690,Beverage
2017-09-15,Coca Cola,45,4050,Beverage
2017-09-16,Coca Cola,41,3690,Beverage
2017-09-17,Coca Cola,49,4410,Beverage
2017-09-18,Coca Cola,42,3780,Beverage
2017-09-19,Coca Cola,32,2880,Beverage
2017-09-20,Coca Cola,28,2520,Beverage
2017-09-21,Coca Cola,34,3060,Beverage
2017-09-22,Coca Cola,46,4140,Beverage
2017-09-23,Coca Cola,52,4680,Beverage
2017-09-24,Coca Cola,47,4230,Beverage
2017-09-25,Coca Cola,26,2340,Beverage
2017-09-26,Coca Cola,38,3420,Beverage
2017-09-27,Coca Cola,41,3690,Beverage
2017-09-28,Coca Cola,37,3330,Beverage
2017-09-29,Coca Cola,35,3150,Beverage
2017-09-30,Coca Cola,48,4320,Beverage
2017-10-01,Coca Cola,38,3420,Beverage
2017-10-02,Coca Cola,32,2880,Beverage
2017-10-03,Coca Cola,28,2520,Beverage
2017-10-04,Coca Cola,34,3060,Beverage
2017-10-05,Coca Cola,40,3600,Beverage
2017-10-06,Coca Cola,34,3060,Beverage
2017-10-07,Coca Cola,34,3060,Beverage
2017-10-08,Coca Cola,47,4230,Beverage
2017-10-09,Coca Cola,18,1620,Beverage
2017-10-10,Coca Cola,35,3150,Beverage
2017-10-11,Coca Cola,39,3510,Beverage
2017-10-12,Coca Cola,29,2610,Beverage
2017-10-13,Coca Cola,33,2970,Beverage
2017-10-14,Coca Cola,42,3780,Beverage
2017-10-15,Coca Cola,49,4410,Beverage
2017-10-16,Coca Cola,31,2790,Beverage
2017-10-17,Coca Cola,37,3330,Beverage
2017-10-18,Coca Cola,40,3600,Beverage
2017-10-19,Coca Cola,38,3420,Beverage
2017-10-20,Coca Cola,41,3690,Beverage
2017-10-21,Coca Cola,45,4050,Beverage
2017-10-22,Coca Cola,31,2790,Beverage
2017-10-23,Coca Cola,30,2700,Beverage
2017-10-24,Coca Cola,43,3870,Beverage
2017-10-25,Coca Cola,32,2880,Beverage
2017-10-26,Coca Cola,35,3150,Beverage
2017-10-27,Coca Cola,38,3420,Beverage
2017-10-28,Coca Cola,43,3870,Beverage
2017-10-29,Coca Cola,31,2790,Beverage
2017-10-30,Coca Cola,27,2430,Beverage
2017-10-31,Coca Cola,26,2340,Beverage
2017-11-01,Coca Cola,50,4500,Beverage
2017-11-02,Coca Cola,41,3690,Beverage
2017-11-03,Coca Cola,43,3870,Beverage
2017-11-04,Coca Cola,41,3690,Beverage
2017-11-05,Coca Cola,51,4590,Beverage
2017-11-06,Coca Cola,43,3870,Beverage
2017-11-07,Coca Cola,37,3330,Beverage
2017-11-08,Coca Cola,31,2790,Beverage
2017-11-09,Coca Cola,37,3330,Beverage
2017-11-10,Coca Cola,23,2070,Beverage
2017-11-11,Coca Cola,39,3510,Beverage
2017-11-12,Coca Cola,53,4770,Beverage
2017-11-13,Coca Cola,35,3150,Beverage
2017-11-14,Coca Cola,29,2610,Beverage
2017-11-15,Coca Cola,37,3330,Beverage
2017-11-16,Coca Cola,38,3420,Beverage
2017-11-17,Coca Cola,35,3150,Beverage
2017-11-18,Coca Cola,43,3870,Beverage
2017-11-19,Coca Cola,43,3870,Beverage
2017-11-20,Coca Cola,36,3240,Beverage
2017-11-21,Coca Cola,40,3600,Beverage
2017-11-22,Coca Cola,38,3420,Beverage
2017-11-23,Coca Cola,40,3600,Beverage
2017-11-24,Coca Cola,37,3330,Beverage
2017-11-25,Coca Cola,41,3690,Beverage
2017-11-26,Coca Cola,43,3870,Beverage
2017-11-27,Coca Cola,23,2070,Beverage
2017-11-28,Coca Cola,36,3240,Beverage
2017-11-29,Coca Cola,42,3780,Beverage
2017-11-30,Coca Cola,31,2790,Beverage
2017-12-01,Coca Cola,30,2700,Beverage
2017-12-02,Coca Cola,31,2790,Beverage
2017-12-03,Coca Cola,34,3060,Beverage
2017-12-04,Coca Cola,21,1890,Beverage
2017-12-05,Coca Cola,15,1350,Beverage
2017-12-06,Coca Cola,32,2880,Beverage
2017-12-07,Coca Cola,34,3060,Beverage
2017-12-08,Coca Cola,27,2430,Beverage
2017-12-09,Coca Cola,36,3240,Beverage
2017-12-10,Coca Cola,44,3960,Beverage
2017-12-11,Coca Cola,21,1890,Beverage
2017-12-12,Coca Cola,28,2520,Beverage
2017-12-13,Coca Cola,30,2700,Beverage
2017-12-14,Coca Cola,27,2430,Beverage
2017-12-15,Coca Cola,30,2700,Beverage
2017-12-16,Coca Cola,32,2880,Beverage
2017-12-17,Coca Cola,39,3510,Beverage
2017-12-18,Coca Cola,21,1890,Beverage
2017-12-19,Coca Cola,20,1800,Beverage
2017-12-20,Coca Cola,21,1890,Beverage
2017-12-21,Coca Cola,23,2070,Beverage
2017-12-22,Coca Cola,22,1980,Beverage
2017-12-23,Coca Cola,37,3330,Beverage
2017-12-24,Coca Cola,33,2970,Beverage
2017-12-25,Coca Cola,26,2340,Beverage
2017-12-26,Coca Cola,18,1620,Beverage
2017-12-27,Coca Cola,26,2340,Beverage
2017-12-28,Coca Cola,21,1890,Beverage
2017-12-29,Coca Cola,38,3420,Beverage
2017-12-30,Coca Cola,27,2430,Beverage
2017-12-31,Coca Cola,29,2610,Beverage
2016-01-01,Biscuits,15,450,Snacks
2016-01-02,Biscuits,15,450,Snacks
2016-01-03,Biscuits,21,630,Snacks
2016-01-04,Biscuits,12,360,Snacks
2016-01-05,Biscuits,12,360,Snacks
2016-01-06,Biscuits,12,360,Snacks
2016-01-07,Biscuits,16,480,Snacks
2016-01-08,Biscuits,10,300,Snacks
2016-01-09,Biscuits,23,690,Snacks
2016-01-10,Biscuits,13,390,Snacks
2016-01-11,Biscuits,11,330,Snacks
2016-01-12,Biscuits,10,300,Snacks
2016-01-13,Biscuits,12,360,Snacks
2016-01-14,Biscuits,14,420,Snacks
2016-01-15,Biscuits,12,360,Snacks
2016-01-16,Biscuits,12,360,Snacks
2016-01-17,Biscuits,19,570,Snacks
2016-01-18,Biscuits,7,210,Snacks
2016-01-19,Biscuits,17,510,Snacks
2016-01-20,Biscuits,14,420,Snacks
2016-01-21,Biscuits,13,390,Snacks
2016-01-22,Biscuits,17,510,Snacks
2016-01-23,Biscuits,10,300,Snacks
2016-01-24,Biscuits,25,750,Snacks
2016-01-25,Biscuits,11,330,Snacks
2016-01-26,Biscuits,12,360,Snacks
2016-01-27,Biscuits,12,360,Snacks
2016-01-28,Biscuits,15,450,Snacks
2016-01-29,Biscuits,19,570,Snacks
2016-01-30,Biscuits,19,570,Snacks
2016-01-31,Biscuits,17,510,Snacks
2016-02-01,Biscuits,10,300,Snacks
2016-02-02,Biscuits,14,420,Snacks
2016-02-03,Biscuits,20,600,Snacks
2016-02-04,Biscuits,20,600,Snacks
2016-02-05,Biscuits,10,300,Snacks
2016-02-06,Biscuits,21,630,Snacks
2016-02-07,Biscuits,17,510,Snacks
2016-02-08,Biscuits,15,450,Snacks
2016-02-09,Biscuits,12,360,Snacks
2016-02-10,Biscuits,25,750,Snacks
2016-02-11,Biscuits,24,720,Snacks
2016-02-12,Biscuits,13,390,Snacks
2016-02-13,Biscuits,17,510,Snacks
2016-02-14,Biscuits,21,630,Snacks
2016-02-15,Biscuits,11,330,Snacks
2016-02-16,Biscuits,8,240,Snacks
2016-02-17,Biscuits,11,330,Snacks
2016-02-18,Biscuits,15,450,Snacks
2016-02-19,Biscuits,24,720,Snacks
2016-02-20,Biscuits,26,780,Snacks
2016-02-21,Biscuits,28,840,Snacks
2016-02-22,Biscuits,13,390,Snacks
2016-02-23,Biscuits,20,600,Snacks
2016-02-24,Biscuits,14,420,Snacks
2016-02-25,Biscuits,15,450,Snacks
2016-02-26,Biscuits,26,780,Snacks
2016-02-27,Biscuits,16,480,Snacks
2016-02-28,Biscuits,14,420,Snacks
2016-02-29,Biscuits,11,330,Snacks
2016-03-01,Biscuits,16,480,Snacks
2016-03-02,Biscuits,21,630,Snacks
2016-03-03,Biscuits,15,450,Snacks
2016-03-04,Biscuits,20,600,Snacks
2016-03-05,Biscuits,20,600,Snacks
2016-03-06,Biscuits,23,690,Snacks
2016-03-07,Biscuits,16,480,Snacks
2016-03-08,Biscuits,18,540,Snacks
2016-03-09,Biscuits,17,510,Snacks
2016-03-10,Biscuits,24,720,Snacks
2016-03-11,Biscuits,20,600,Snacks
2016-03-12,Biscuits,25,750,Snacks
2016-03-13,Biscuits,18,540,Snacks
2016-03-14,Biscuits,10,300,Snacks
2016-03-15,Biscuits,18,540,Snacks
2016-03-16,Biscuits,22,660,Snacks
2016-03-17,Biscuits,24,720,Snacks
2016-03-18,Biscuits,23,690,Snacks
2016-03-19,Biscuits,27,810,Snacks
2016-03-20,Biscuits,18,540,Snacks
2016-03-21,Biscuits,13,390,Snacks
2016-03-22,Biscuits,17,510,Snacks
2016-03-23,Biscuits,20,600,Snacks
2016-03-24,Biscuits,22,660,Snacks
2016-03-25,Biscuits,28,840,Snacks
2016-03-26,Biscuits,12,360,Snacks
2016-03-27,Biscuits,20,600,Snacks
2016-03-28,Biscuits,17,510,Snacks
2016-03-29,Biscuits,16,480,Snacks
2016-03-30,Biscuits,14,420,Snacks
2016-03-31,Biscuits,20,600,Snacks
2016-04-01,Biscuits,26,780,Snacks
2016-04-02,Biscuits,26,780,Snacks
2016-04-03,Biscuits,22,660,Snacks
2016-04-04,Biscuits,18,540,Snacks
2016-04-05,Biscuits,25,750,Snacks
2016-04-06,Biscuits,17,510,Snacks
2016-04-07,Biscuits,25,750,Snacks
2016-04-08,Biscuits,28,840,Snacks
2016-04-09,Biscuits,30,900,Snacks
2016-04-10,Biscuits,21,630,Snacks
2016-04-11,Biscuits,29,870,Snacks
2016-04-12,Biscuits,20,600,Snacks
2016-04-13,Biscuits,20,600,Snacks
2016-04-14,Biscuits,21,630,Snacks
2016-04-15,Biscuits,22,660,Snacks
2016-04-16,Biscuits,27,810,Snacks
2016-04-17,Biscuits,26,780,Snacks
2016-04-18,Biscuits,19,570,Snacks
2016-04-19,Biscuits,22,660,Snacks
2016-04-20,Biscuits,29,870,Snacks
2016-04-21,Biscuits,21,630,Snacks
2016-04-22,Biscuits,23,690,Snacks
2016-04-23,Biscuits,26,780,Snacks
2016-04-24,Biscuits,26,780,Snacks
2016-04-25,Biscuits,18,540,Snacks
2016-04-26,Biscuits,22,660,Snacks
2016-04-27,Biscuits,27,810,Snacks
2016-04-28,Biscuits,20,600,Snacks
2016-04-29,Biscuits,24,720,Snacks
2016-04-30,Biscuits,26,780,Snacks
2016-05-01,Biscuits,22,660,Snacks
2016-05-02,Biscuits,25,750,Snacks
2016-05-03,Biscuits,25,750,Snacks
2016-05-04,Biscuits,20,600,Snacks
2016-05-05,Biscuits,31,930,Snacks
2016-05-06,Biscuits,32,960,Snacks
2016-05-07,Biscuits,24,720,Snacks
2016-05-08,Biscuits,23,690,Snacks
2016-05-09,Biscuits,27,810,Snacks
2016-05-10,Biscuits,29,870,Snacks
2016-05-11,Biscuits,27,810,Snacks
2016-05-12,Biscuits,23,690,Snacks
2016-05-13,Biscuits,25,750,Snacks
2016-05-14,Biscuits,40,1200,Snacks
2016-05-15,Biscuits,27,810,Snacks
2016-05-16,Biscuits,24,720,Snacks
2016-05-17,Biscuits,17,510,Snacks
2016-05-18,Biscuits,25,750,Snacks
2016-05-19,Biscuits,19,570,Snacks
2016-05-20,Biscuits,23,690,Snacks
2016-05-21,Biscuits,21,630,Snacks
2016-05-22,Biscuits,29,870,Snacks
2016-05-23,Biscuits,19,570,Snacks
2016-05-24,Biscuits,25,750,Snacks
2016-05-25,Biscuits,28,840,Snacks
2016-05-26,Biscuits,21,630,Snacks
2016-05-27,Biscuits,22,660,Snacks
2016-05-28,Biscuits,22,660,Snacks
2016-05-29,Biscuits,35,1050,Snacks
2016-05-30,Biscuits,22,660,Snacks
2016-05-31,Biscuits,27,810,Snacks
2016-06-01,Biscuits,27,810,Snacks
2016-06-02,Biscuits,29,870,Snacks
2016-06-03,Biscuits,25,750,Snacks
2016-06-04,Biscuits,24,720,Snacks
2016-06-05,Biscuits,34,1020,Snacks
2016-06-06,Biscuits,27,810,Snacks
2016-06-07,Biscuits,25,750,Snacks
2016-06-08,Biscuits,30,900,Snacks
2016-06-09,Biscuits,27,810,Snacks
2016-06-10,Biscuits,28,840,Snacks
2016-06-11,Biscuits,27,810,Snacks
2016-06-12,Biscuits,32,960,Snacks
2016-06-13,Biscuits,16,480,Snacks
2016-06-14,Biscuits,21,630,Snacks
2016-06-15,Biscuits,29,870,Snacks
2016-06-16,Biscuits,23,690,Snacks
2016-06-17,Biscuits,29,870,Snacks
2016-06-18,Biscuits,30,900,Snacks
2016-06-19,Biscuits,30,900,Snacks
2016-06-20,Biscuits,21,630,Snacks
2016-06-21,Biscuits,25,750,Snacks
2016-06-22,Biscuits,20,600,Snacks
2016-06-23,Biscuits,34,1020,Snacks
2016-06-24,Biscuits,24,720,Snacks
2016-06-25,Biscuits,39,1170,Snacks
2016-06-26,Biscuits,38,1140,Snacks
2016-06-27,Biscuits,28,840,Snacks
2016-06-28,Biscuits,14,420,Snacks
2016-06-29,Biscuits,29,870,Snacks
2016-06-30,Biscuits,25,750,Snacks
2016-07-01,Biscuits,29,870,Snacks
